**** Ridge ****

Terrain cut 1


polynomial = 29 
lambda = 7.906043210907669e-12


Parameters with uncertainties
-195800.701614  +/-  1352784.199036
-173066.986679  +/-  1632731.312239
-581136.55201  +/-  1452626.155524
-65744.887924  +/-  1492887.792261
703.494659  +/-  1230808.016507
567434.251709  +/-  534732.623789
24258.968353  +/-  1008656.077611
-221455.194069  +/-  1404469.100197
8238.142756  +/-  1197198.524867
-209548.344765  +/-  1156308.986254
-290502.445492  +/-  999753.485531
-159068.951916  +/-  1453526.630886
-259746.276787  +/-  1246504.215499
-181064.927437  +/-  1144910.785218
-69587.783226  +/-  924242.252305
39741.047569  +/-  1255970.97644
153618.191101  +/-  922930.258088
271598.069489  +/-  1142949.519147
309343.592133  +/-  1241594.344793
140027.393677  +/-  1448705.808063
70648.296829  +/-  999491.78878
-419629.09766  +/-  1158135.111238
-268030.027939  +/-  1194681.763104
-47422.494034  +/-  1404759.197273
-14372.487274  +/-  1025681.606658
170528.908791  +/-  1422640.61036
-186827.079916  +/-  1265585.746267
54157.75046  +/-  1432102.161395
-45786.667007  +/-  1469489.179957
-59341.195585  +/-  1253541.128406
54673.948769  +/-  1804884.011864
-19530.400122  +/-  1284112.027571
46781.99823  +/-  1400757.569317
90129.187794  +/-  987022.173114
94403.238686  +/-  1209746.58107
112546.575592  +/-  1212505.137277
182902.028931  +/-  989935.87143
303882.889847  +/-  1401489.464122
404998.391289  +/-  1281202.580254
343802.05191  +/-  1808870.717836
271903.659859  +/-  1251781.132359
-165343.264832  +/-  1473892.172623
-331515.78717  +/-  1442828.509787
-60042.981323  +/-  1262833.445554
-525012.537109  +/-  1395070.122996
201985.539169  +/-  1203211.798979
-72733.190563  +/-  870520.904639
66871.728951  +/-  1530001.714163
102633.070112  +/-  1622836.917466
146744.638781  +/-  1682080.02728
233152.97645  +/-  2018252.285412
186733.22258  +/-  1399476.144504
239482.366106  +/-  1461580.116752
239402.346176  +/-  1352992.227491
166201.294827  +/-  1103329.66887
100887.884443  +/-  1369628.184719
73715.908413  +/-  1103291.012142
98251.13681  +/-  1350923.210855
197176.721273  +/-  1463099.976064
341789.304337  +/-  1395020.953344
377595.702339  +/-  2024037.700796
371762.97245  +/-  1683785.47529
90774.973068  +/-  1629771.380031
-276694.145844  +/-  1529327.382227
-30882.189026  +/-  879037.144728
-727868.620911  +/-  1174354.700946
139586.878288  +/-  587507.966333
43476.676003  +/-  867554.372605
51427.02084  +/-  1219893.414313
147349.681846  +/-  1364202.868427
227272.592265  +/-  1678227.717208
279288.424713  +/-  1804950.356829
246593.128891  +/-  1372457.3695
300852.978477  +/-  1079367.697024
272789.37594  +/-  1294264.324608
176997.696114  +/-  938555.931507
83908.516891  +/-  1075955.699093
25343.609039  +/-  1073748.905852
-28902.310089  +/-  934917.182317
-63511.93045  +/-  1293571.10411
-2371.103065  +/-  1067221.466318
147569.861404  +/-  1364835.362299
252724.647064  +/-  1800194.707287
333318.619919  +/-  1687089.963382
284225.965889  +/-  1357812.051411
-156108.35125  +/-  1219883.623101
32632.498123  +/-  871597.46025
-545498.875854  +/-  553515.283643
7047.779671  +/-  747716.883886
128694.586998  +/-  1320114.334264
620.844227  +/-  924399.112054
108685.840458  +/-  1247056.463819
184263.227036  +/-  1584079.936451
176930.470966  +/-  1324089.259106
137648.644493  +/-  1349053.805206
198238.401592  +/-  669813.366554
175439.732901  +/-  1013416.595497
85498.528275  +/-  763515.989673
22983.684105  +/-  758610.247722
-11409.866364  +/-  855563.137213
-49182.907494  +/-  757804.677194
-132672.651581  +/-  762486.18695
-217190.987091  +/-  1011583.11728
-208970.946671  +/-  666213.039482
-69395.080215  +/-  1338358.438092
53393.524017  +/-  1322193.919881
188803.695091  +/-  1583441.763228
358229.625725  +/-  1248203.813293
-24550.23996  +/-  923853.977676
98841.609665  +/-  1317707.620601
-99166.701614  +/-  740207.113244
-129829.075897  +/-  1368844.532264
138684.690351  +/-  1501384.852221
-54116.732268  +/-  1134880.345683
22244.901573  +/-  1697535.102968
60092.555538  +/-  1783589.361814
3764.681306  +/-  1291129.675002
-54337.617599  +/-  1575324.320015
2880.974415  +/-  992494.546191
-12876.967548  +/-  1182003.157251
-81218.265415  +/-  961209.911611
-99099.531212  +/-  967940.326688
-67092.316906  +/-  978030.907113
-37637.240494  +/-  977689.742522
-77381.954117  +/-  967288.220112
-184495.854462  +/-  963192.557624
-300628.449474  +/-  1181815.200448
-327802.610687  +/-  991578.564191
-234852.082718  +/-  1577161.306724
-148064.503849  +/-  1285442.578611
-20490.379066  +/-  1782532.649056
320790.747681  +/-  1692597.841612
74940.384293  +/-  1127660.285685
133004.381226  +/-  1503728.439951
398132.128113  +/-  1365696.709875
-198565.340622  +/-  1437731.289259
94328.514904  +/-  1154091.99524
-83457.543068  +/-  1354437.750335
-63161.502098  +/-  2015452.355674
-69322.462582  +/-  1879365.705592
-159445.526407  +/-  1608352.517245
-218900.535566  +/-  1848509.693658
-169825.622814  +/-  1314779.983003
-180437.690323  +/-  1512611.125857
-228976.115231  +/-  1259302.915188
-212757.897705  +/-  1237215.751818
-131173.668413  +/-  1251712.33994
-42704.947048  +/-  1120516.208912
-13046.080591  +/-  1254477.585476
-53199.514039  +/-  1236199.367043
-147557.830351  +/-  1257282.887515
-256606.694092  +/-  1509177.49649
-309059.471153  +/-  1311833.828806
-275691.647293  +/-  1850136.837017
-264229.479652  +/-  1603690.663977
-213044.604904  +/-  1873407.129694
195521.51564  +/-  2020391.082407
117874.437408  +/-  1365111.512587
95931.698456  +/-  1156481.846035
647122.277649  +/-  1412555.670843
-144310.150406  +/-  783210.298225
11849.11655  +/-  570242.144302
-69383.68074  +/-  1287317.933473
-82374.723471  +/-  1862333.856246
-111637.806023  +/-  1367688.627631
-212408.579834  +/-  1580935.792157
-259419.147629  +/-  1833495.364581
-203138.750694  +/-  1178521.716626
-210825.791771  +/-  1488459.090692
-249595.02935  +/-  1190166.087925
-229764.024422  +/-  1098837.107109
-145122.234962  +/-  1215760.372046
-49089.418869  +/-  982620.014098
21797.5168  +/-  981891.927521
35897.925682  +/-  1216878.770231
10731.537369  +/-  1098293.844144
-35275.435196  +/-  1187505.991908
-92600.202789  +/-  1481054.712882
-133023.877548  +/-  1169973.056719
-164085.467628  +/-  1834822.683843
-256037.580551  +/-  1576521.388602
-326851.34066  +/-  1372928.459706
39920.994057  +/-  1868387.544618
108292.9245  +/-  1297181.225121
-4256.72406  +/-  579610.550623
523449.00296  +/-  759602.031494
16198.923601  +/-  630433.355267
-69841.784166  +/-  1213171.495072
-9147.660252  +/-  1230688.293783
-44753.219318  +/-  1599124.020371
-56066.784003  +/-  769847.522837
-122412.967323  +/-  1383651.812307
-134217.312149  +/-  1702236.463253
-61412.402107  +/-  908627.255132
-59406.737232  +/-  1321692.144073
-98356.163488  +/-  948229.486062
