**** OLS ****

Terrain cut 4


polynomial = 28 
lambda = 0


Parameters with uncertainties
1193419.335938  +/-  184649449.764603
-522060.59375  +/-  146414640.381631
-463012.46875  +/-  147185831.646988
286089.265625  +/-  109107548.053091
497298.96875  +/-  144614821.396228
54883.59375  +/-  141464397.225666
1395849.312744  +/-  121555917.273935
-1915177.974609  +/-  167170118.703131
-401616.113281  +/-  138118518.864738
558203.734375  +/-  174025263.751805
2107157.109375  +/-  192223157.730834
491818.273438  +/-  203117962.764857
-1462764.78125  +/-  192039309.945999
80143.78125  +/-  174252824.835597
-675459.269531  +/-  137881168.972875
1634549.375  +/-  166924135.342112
-1031981.195312  +/-  121485602.492918
-295925.242188  +/-  140774406.865985
264364.09375  +/-  143851792.756344
-19886.039062  +/-  96614675.649843
-50326.515625  +/-  136864639.379758
1440317.8125  +/-  138290568.965916
-794270.632812  +/-  134476947.757688
-482134.542969  +/-  133933748.15234
-348790.966797  +/-  166591855.974341
1426033.296875  +/-  176563555.504082
1416348.335938  +/-  184959594.429342
-265961.125  +/-  186100339.228928
-1080282.007812  +/-  177269390.865418
652031.601562  +/-  165804507.407315
-838067.941406  +/-  131896104.470638
1380897.34375  +/-  133358083.716933
-1085604.09375  +/-  137586062.507944
134662.344727  +/-  136925267.505733
73043.554688  +/-  96780023.682244
-477661.165527  +/-  56437443.616695
-276782.515625  +/-  142790113.943692
757266.03125  +/-  157104261.256394
398775.71875  +/-  125508867.538128
141440.15625  +/-  131726901.044818
-723743.941406  +/-  155441522.036382
115303.490234  +/-  152588882.500532
655524.109375  +/-  153429084.614688
360312.730469  +/-  148643605.788983
-328276.15625  +/-  151728327.450069
-253834.953125  +/-  153527903.154861
1108322.628906  +/-  155006639.078283
-1206416.884766  +/-  132546730.120382
815668.544922  +/-  123518858.175597
-684270.681641  +/-  158345466.116573
516368.253906  +/-  142466964.671712
-158637.09668  +/-  56263452.97039
-650265.96875  +/-  117657418.387054
-376765.238281  +/-  141374501.362611
-307873.921875  +/-  154510520.942186
1080393.242188  +/-  126872884.344757
826424.335938  +/-  131937061.989864
-474478.335938  +/-  159504982.128401
-655192.738281  +/-  122085287.766633
-428774.140625  +/-  141707778.45646
-180497.015625  +/-  137705654.55391
-18506.429688  +/-  137706618.482188
35166.1875  +/-  142654589.90233
378985.121094  +/-  122455078.388706
1198182.234375  +/-  159623842.006565
-1568611.890625  +/-  131725643.119613
293940.308594  +/-  126996784.108023
-34898.097656  +/-  153394657.614631
612389.859375  +/-  141250312.382324
-306930.421875  +/-  116481758.699096
-515312.578125  +/-  136246231.857847
-203849.289062  +/-  120767997.129166
-1247932.640625  +/-  132633678.412151
1119503.162109  +/-  123283336.093519
1073082.970703  +/-  132313322.669368
-26431.882812  +/-  161995066.91442
-735149.84375  +/-  132203136.233759
-874733.523438  +/-  138403613.084471
-700650.109375  +/-  162020003.726136
-375646.6875  +/-  168669023.592883
6544.96875  +/-  162978706.85019
269748.015625  +/-  137856732.423741
561287.730469  +/-  133673618.040112
1041854.707031  +/-  161164408.144966
-1684797.6875  +/-  131746337.550846
-17885.378906  +/-  122660300.143829
568986.121094  +/-  132168367.798837
351882.246094  +/-  120129400.42083
-286301.34375  +/-  136933151.26087
-145292.367188  +/-  91270465.22427
198500.976562  +/-  105509569.144288
-1667344.957031  +/-  123638017.178441
731846.402344  +/-  105312326.135869
770908.390625  +/-  131246111.606521
238513.054688  +/-  136554306.731281
-502389.617188  +/-  132197477.648452
-673878.441406  +/-  139674525.860312
