**** Lasso ****

Terrain cut 4


polynomial = 26 
lambda = 0.002442053094548645


Parameters with uncertainties
0.0  +/-  5866737780.406388
0.0  +/-  6361289160.555662
0.0  +/-  7424923521.529905
-0.0  +/-  8120396595.961285
-0.0  +/-  7310511146.782128
-0.452436  +/-  7174917969.002616
-0.448758  +/-  7621716544.998069
-0.0  +/-  8717368964.653412
0.125537  +/-  7747995660.325136
0.875403  +/-  7461320210.04606
0.0  +/-  5720600333.353965
-1.335167  +/-  4488928184.961789
-1.662082  +/-  6815727805.485147
-0.751381  +/-  9988770823.015368
-0.044288  +/-  9865950853.97581
-0.0  +/-  7462792795.039468
-0.0  +/-  7515004867.512311
0.0  +/-  6997307600.971331
0.0  +/-  6554530570.270492
0.0  +/-  7237725240.259334
0.91163  +/-  6504091270.060282
0.874808  +/-  6314453480.514183
0.809785  +/-  6778117710.913201
0.725986  +/-  6544629033.766321
0.626552  +/-  6346957941.423307
0.513326  +/-  6771862894.085997
0.387424  +/-  6301314254.485025
0.249756  +/-  6621764391.65761
0.101609  +/-  7308994687.750032
0.0  +/-  6562504230.361552
0.0  +/-  6979360372.961987
0.0  +/-  7480523371.809501
0.0  +/-  7451919636.256766
-0.0  +/-  9876475020.68574
-0.0  +/-  9987562430.858288
-0.373774  +/-  6797080175.376948
-0.410188  +/-  4233267428.545528
-0.0  +/-  5894448429.749985
0.113225  +/-  6968101724.329107
0.714881  +/-  8135918174.108322
0.338049  +/-  10063674674.862394
-1.032384  +/-  12349251035.168444
-1.703377  +/-  14229154929.489609
-0.849497  +/-  15523182738.783356
-0.163053  +/-  13296527129.27847
-0.0  +/-  9060705071.949923
-0.0  +/-  8671908403.633106
-0.0  +/-  8220185696.585773
0.0  +/-  7132536314.408001
0.0  +/-  8758383811.079817
0.176657  +/-  7696959561.829185
0.829955  +/-  7222069647.198239
0.782448  +/-  8438362436.848938
0.717086  +/-  7579738748.405052
0.637032  +/-  6163666460.03132
0.544098  +/-  7607814985.141209
0.439241  +/-  8440079561.06347
0.32299  +/-  7219677527.897495
0.195883  +/-  7682807555.341462
0.05897  +/-  8741890742.947165
0.0  +/-  7150311700.287001
0.0  +/-  8237257135.42237
0.0  +/-  8659738206.848953
0.0  +/-  9052434425.414442
-0.0  +/-  13314659036.138842
-0.0  +/-  15538763377.030048
-0.28744  +/-  14225413088.342045
-0.375904  +/-  12296901415.580927
-0.0  +/-  10093090984.410467
0.100264  +/-  7920120616.293925

MSE whole data set =  29.885293636311776
R2 whole data set =  0.4546079262089032

Resampling:

Mean MSE on train data =  29.835745059379907
Mean MSE on test data =  30.431947384841997

Mean R2 on train data =  0.45485574520891314
Mean R2 on test data =  0.4053749398676523

***********************************************

Terrain cut 6


polynomial = 30 
lambda = 0.0011513953993264434


Parameters with uncertainties
147.096974  +/-  488519.887153
26.92816  +/-  21426996.087475
-28.09016  +/-  21432183.02538
34.281332  +/-  386764206.179178
-1.225437  +/-  320371698.62348
-16.100039  +/-  387256519.098582
12.250901  +/-  3298712543.123811
12.855265  +/-  2866550178.088788
4.599996  +/-  2864908759.565134
-9.985023  +/-  3308773780.505316
-6.596297  +/-  14984292660.85346
11.852697  +/-  14500618772.447735
10.470186  +/-  13603720174.12852
6.381231  +/-  14494604172.023808
-6.468912  +/-  15075060947.866516
-13.138599  +/-  37480934446.12237
3.392648  +/-  41760731467.20612
7.449001  +/-  38638904313.736595
9.266367  +/-  38537967857.226074
6.944738  +/-  41807314002.28823
-4.343786  +/-  37902669920.80702
-10.395427  +/-  48159537529.59435
-5.844586  +/-  64371928195.93434
1.662034  +/-  59404451143.25848
6.059335  +/-  59125230142.91668
8.380085  +/-  59055361728.51946
6.939666  +/-  64678136443.44791
-3.04559  +/-  49037377171.17328
-3.837984  +/-  25127312592.73105
-12.267746  +/-  39717029190.052666
-3.478259  +/-  39101889720.184494
1.519052  +/-  43434495989.16577
5.264515  +/-  42215224011.6787
7.537559  +/-  39165800777.39061
6.595188  +/-  40135593804.88412
-2.249185  +/-  24877297309.94917
2.539877  +/-  30450042659.89079
-14.651644  +/-  32293515625.361748
-6.992974  +/-  38506791032.16566
-2.075796  +/-  34663306296.49573
1.412571  +/-  33675772858.307686
4.55569  +/-  34524944764.60722
6.668938  +/-  38295700349.78358
6.063251  +/-  32104743742.52113
-1.744247  +/-  34003819621.005745
6.910507  +/-  20380245071.710632
-13.547933  +/-  23976533866.306335
-8.59109  +/-  22281146079.343334
-4.533632  +/-  40699436425.72391
-1.374371  +/-  42361535255.74543
1.150537  +/-  42686401844.18619
3.844294  +/-  39812390298.08646
5.801366  +/-  21917222514.653427
5.459747  +/-  24688105027.42514
-1.398427  +/-  23223384131.491787
8.812612  +/-  30289428453.859367
-10.035623  +/-  30785292834.879044
-8.588156  +/-  36384613137.74583
-5.751716  +/-  32850331939.677113
-3.283413  +/-  36664785446.88315
-1.112332  +/-  33104643455.215736
0.779396  +/-  37019219390.46565
3.150673  +/-  32728337012.417377
4.979829  +/-  36018400428.7258
4.861065  +/-  29948905284.77758
-1.136668  +/-  29936602931.306316
8.630166  +/-  20153465873.41432
-5.338411  +/-  18193196171.71139
-7.47225  +/-  16761038282.4312
-5.96892  +/-  28636966583.421688
-4.249878  +/-  26157903710.12421
-2.653099  +/-  35316036539.259964
-1.082408  +/-  34721349926.79454
0.372773  +/-  26912286255.838406
2.510631  +/-  29253544001.874077
4.237568  +/-  16918437969.189112
4.30868  +/-  17908571451.70264
-0.921554  +/-  18308915221.16288
7.034393  +/-  22902430199.292988
-0.474395  +/-  22096633250.444324
-5.726412  +/-  26749693367.341206
-5.476457  +/-  23438209602.732895
-4.476028  +/-  29825203890.277145
-3.411254  +/-  36746943998.93134
-2.335378  +/-  24788014548.444317
-1.155144  +/-  37949491575.50275
0.0  +/-  28948543908.174545
1.932084  +/-  23096768509.9794
3.589731  +/-  26674896578.077644
3.818934  +/-  21163722643.169697
-0.737029  +/-  23581462123.483955
4.696525  +/-  25358921322.007477
3.714781  +/-  21280697298.95323
-3.594604  +/-  29986222485.213097
-4.552708  +/-  28004511773.81173
-4.180438  +/-  33058284421.190548
-3.576687  +/-  29457858507.823418
-2.913951  +/-  30364410702.36375
-2.171224  +/-  30422197596.246567
-1.259609  +/-  29364818791.21094
-0.068127  +/-  32726508904.595245
1.198656  +/-  27946008697.646954
3.040938  +/-  29730015500.72179
3.396993  +/-  21487723572.45809
-0.575341  +/-  24129462499.317486
2.171301  +/-  18439959638.486282
7.058706  +/-  18227684916.693707
-1.676293  +/-  18888912722.041237
-3.413251  +/-  25224225822.624294
-3.547236  +/-  29061099770.63002
-3.323986  +/-  27909057338.800396
-2.993595  +/-  30559149777.151142
-2.591131  +/-  24761577407.978924
-2.074069  +/-  30800917154.64424
-1.356609  +/-  27759105772.63087
-0.331891  +/-  28411941767.79537
0.783428  +/-  25146109669.388992
2.576843  +/-  18943905231.435627
3.030468  +/-  17887881195.808666
-0.438232  +/-  14251631431.836575
-0.119895  +/-  18721708692.53812
9.212589  +/-  17023242417.347221
-0.0  +/-  19536239325.878326
-2.212263  +/-  22363937247.64836
-2.72822  +/-  22621286598.84373
-2.803219  +/-  26209860490.898937
-2.733396  +/-  25910381262.679657
-2.588541  +/-  21861649578.4994
-2.361984  +/-  21942974358.422916
-2.004957  +/-  26370709958.460045
-1.43373  +/-  26534652541.645042
-0.54263  +/-  23300162751.116047
0.441473  +/-  22278299156.367485
2.187362  +/-  19503025895.769707
2.712429  +/-  16591026903.31936
-0.323437  +/-  18445581699.5583
-2.073741  +/-  24278861788.029507
10.343774  +/-  18477483900.792473
1.108443  +/-  25996351957.54552
-0.840447  +/-  23382473630.921585
-1.851885  +/-  28094557070.18128
-2.141517  +/-  24733249906.240765
-2.266648  +/-  25229397593.286972
-2.311879  +/-  19505860745.84327
-2.292239  +/-  22244585920.72724
-2.187343  +/-  19378177083.922215
-1.946877  +/-  25143927828.19246
-1.488528  +/-  24721270738.517685
-0.706751  +/-  28141158963.58502
0.16181  +/-  23401542449.017265
1.860907  +/-  25981544893.88701
2.435383  +/-  18276258325.20388
-0.228808  +/-  22586737104.717125
-3.493227  +/-  19322373013.230373
10.490664  +/-  18521315529.937874
2.043945  +/-  23471633646.57554
-0.0  +/-  21831810536.444386
-0.841262  +/-  31027970339.261707
-1.425346  +/-  25521770014.418316
-1.688489  +/-  23104856369.90823
-1.870339  +/-  19863526641.76425
-1.995647  +/-  21370851413.023212
-2.061416  +/-  21448482204.104675
-2.042788  +/-  19967468850.382145
-1.889518  +/-  23069333242.874447
-1.520459  +/-  25512155926.347828
-0.830021  +/-  30981802173.28787
0.0  +/-  21985209028.29557
1.531933  +/-  23368859795.01336
2.194989  +/-  16732775070.690031
-0.150821  +/-  17074099105.504381
-4.388088  +/-  10670012756.52873
9.844432  +/-  17479886247.94518
2.605213  +/-  15620455430.190458
0.602914  +/-  21492757083.23371
-0.0  +/-  26568078818.316196
-0.573162  +/-  24306369536.03511
-1.076018  +/-  19459560867.669086
-1.350371  +/-  21783275393.150616
-1.573858  +/-  18457784645.91533
-1.751962  +/-  21548505481.17289
-1.875535  +/-  18687890025.495747
-1.918453  +/-  21893146199.248123
-1.831096  +/-  19214917784.14665
-1.533409  +/-  24609257305.99601
-0.919923  +/-  26473026461.138214
-0.0  +/-  21570401428.25719
1.146513  +/-  15839527949.81242
1.987964  +/-  17660498865.608334
-0.085779  +/-  12571266253.121582
-4.79096  +/-  16742145129.588598
8.617936  +/-  18783332785.02393
2.829036  +/-  16538485041.77811
1.177604  +/-  26339387098.59132
0.395687  +/-  22678461006.870808
0.0  +/-  23375072628.90914
-0.104674  +/-  15040352812.476574
-0.815212  +/-  20527610100.590084
-1.100896  +/-  17390808218.39555
-1.349711  +/-  16891251715.56804
-1.560672  +/-  16659094503.9809
-1.722586  +/-  16388407786.095352
-1.809232  +/-  21446329043.42979
-1.771811  +/-  14372169890.494219
-1.531379  +/-  23210904323.553734
-0.982869  +/-  22627913020.384773
-0.047671  +/-  26317566003.78549
0.872103  +/-  16529022784.175837
1.805592  +/-  18203195096.292946
-0.034186  +/-  16486220399.130411
-4.771212  +/-  22646684917.66317
7.031114  +/-  16516883123.643505
2.777385  +/-  22925410439.76826
1.556044  +/-  29609081070.25807
0.912726  +/-  24422134741.3093
0.435021  +/-  25605804027.86117
0.031996  +/-  17958138488.343258
-0.0  +/-  19892328156.562134
-0.35296  +/-  18086877557.89528
-0.915716  +/-  16269262332.140837
-1.177119  +/-  18012187732.440395
-1.407046  +/-  16271621229.123426
-1.593756  +/-  18292065081.395706
-1.711378  +/-  19945072478.570297
-1.712037  +/-  17760030108.763702
-1.51798  +/-  25679026815.572147
-1.024864  +/-  24416846330.65239
-0.151991  +/-  29573632019.030743
0.701989  +/-  23038433013.176407
1.642653  +/-  17373320573.74072
-0.0  +/-  22835370886.255512
-4.432442  +/-  17268146848.682064
5.275975  +/-  16277726330.078583
2.517619  +/-  24682310389.27316
1.75989  +/-  26646629754.553474
1.293877  +/-  25186535332.37845
0.882248  +/-  26701087884.16884
0.497618  +/-  23303004567.983845
0.139728  +/-  20084552321.700985
0.0  +/-  19456654075.052567
-0.018577  +/-  18836228305.565388
-0.774134  +/-  20373766620.489956
-1.039078  +/-  20410826419.713284
-1.27843  +/-  18981431634.954754
-1.480463  +/-  19524628890.556156
-1.619842  +/-  20009366926.52373
-1.649684  +/-  22885152195.17469
-1.493537  +/-  26722100306.45175
-1.048093  +/-  25210973409.3508
-0.23141  +/-  26745909676.980156
0.55961  +/-  24807968578.31709
1.499935  +/-  15313282852.867708
0.0  +/-  18895936194.957355
-3.882614  +/-  12421435691.78375
3.499746  +/-  16135654616.279118
2.109124  +/-  21251468649.611095
1.813951  +/-  20392882796.631477
1.546388  +/-  23205061851.247047
1.224482  +/-  23321417781.067562
0.879827  +/-  23492661390.343075
0.537776  +/-  18289474656.08687
0.210219  +/-  17710243236.699383
0.0  +/-  18181031724.7409
-0.0  +/-  19626620248.46255
-0.425651  +/-  18135621251.779255
-0.925001  +/-  19362451923.438473
-1.166874  +/-  18089267768.92142
-1.377123  +/-  17470361697.983475
-1.531014  +/-  19059254906.81538
-1.58268  +/-  23388352991.58977
-1.457027  +/-  23526453125.575363
-1.052  +/-  23263690624.725433
-0.285032  +/-  20014670958.406708
0.44744  +/-  21210409984.99455
1.383623  +/-  15918912160.51193
0.010019  +/-  8513979853.02284
-3.208506  +/-  12474444157.510511
1.806601  +/-  20016480697.18043
1.596183  +/-  16121844721.288233
1.73613  +/-  18775689515.3653
1.67381  +/-  22914051987.808903
1.456733  +/-  20171678303.57448
1.168079  +/-  20104857170.939293
0.856775  +/-  16393549482.575853
0.546417  +/-  15012423600.37675
0.246592  +/-  14251917770.138258
0.0  +/-  16839731339.577532
0.0  +/-  14256300767.91396
-0.153675  +/-  14078600525.655216
-0.832525  +/-  16448606713.229597
-1.072251  +/-  14430639463.260832
-1.285755  +/-  15302243973.73238
-1.448941  +/-  16125325087.222843
-1.516983  +/-  20373279364.772823
-1.416208  +/-  20119510653.730118
-1.046  +/-  22939270885.626007
-0.323685  +/-  18808327290.63827
0.353758  +/-  16124115266.09482
1.282531  +/-  19789680540.431767
0.041799  +/-  12561324677.25023
-2.457225  +/-  20232943791.31814
0.291288  +/-  21788782336.298134
1.03202  +/-  16284122694.50619
1.557845  +/-  24872144645.011425
1.694235  +/-  25103077113.24499
1.588437  +/-  22589003462.224255
1.365844  +/-  20858364366.30738
1.095778  +/-  17147572576.685837
0.812554  +/-  18289708611.735573
0.531684  +/-  14276273034.494093
0.258967  +/-  16222447834.433023
0.0  +/-  16037903245.373535
0.0  +/-  12896455134.100386
-0.0  +/-  16055198599.385876
-0.709595  +/-  16105403130.850319
-0.99254  +/-  14303223002.235945
-1.206186  +/-  18184998934.08394
-1.375255  +/-  17216026436.032406
-1.456009  +/-  20585382071.451702
-1.376286  +/-  22662773938.038853
-1.037106  +/-  25133170276.28987
-0.356196  +/-  24898449702.218235
0.268017  +/-  15581181061.765648
1.185064  +/-  21290549037.193707
0.061366  +/-  21157839959.452854
-1.688934  +/-  23000447776.10948
-0.781863  +/-  16233554692.99349
0.228793  +/-  19224900924.171707
1.326619  +/-  29052796269.29769
1.641584  +/-  23706720539.458965
1.643982  +/-  24752901236.00742
1.490678  +/-  23767493452.77096
1.26726  +/-  20314163075.20476
1.017123  +/-  22456576671.610584
0.761122  +/-  18348933849.311543
0.50828  +/-  17210703196.492134
0.26144  +/-  20064588516.477325
0.020315  +/-  19063153036.13803
0.0  +/-  18335350403.08173
-0.0  +/-  20064944129.40618
-0.497193  +/-  17319101392.32667
-0.920057  +/-  18198260152.447426
-1.131803  +/-  22512781913.050182
-1.304304  +/-  20174910762.52948
-1.394951  +/-  23695465341.684036
-1.33316  +/-  24704429225.50915
-1.02176  +/-  23724458188.180145
-0.3793  +/-  29102760650.200317
0.193578  +/-  20154322053.803707
1.095402  +/-  16702007232.609388
0.073962  +/-  21302914576.0303
-1.000944  +/-  10296614264.262896
-1.779677  +/-  11275412983.892265
-0.0  +/-  24376903792.27803
0.692189  +/-  28229921663.673622
1.52759  +/-  15475847691.873446
1.632428  +/-  21282493305.924496
1.54913  +/-  23084901911.105637
1.375595  +/-  18809153692.32309
1.162612  +/-  21492696687.551212
0.935669  +/-  18250165303.150406
0.706789  +/-  14115651897.620129
0.480765  +/-  18185537520.741154
0.258503  +/-  19500646792.979633
0.038905  +/-  18490359181.125584
0.0  +/-  18696088763.190353
-0.0  +/-  18318024204.48854
-0.311617  +/-  14122265139.895016
-0.852518  +/-  18191672719.32426
-1.060908  +/-  21606890916.683464
-1.234964  +/-  18802001353.534645
-1.333229  +/-  23065919239.785797
-1.286745  +/-  21263833420.693073
-1.000267  +/-  15456521413.204117
-0.393506  +/-  28209122764.70355
0.130073  +/-  24304096521.971455
1.014093  +/-  12141333535.1095
0.081985  +/-  12042424112.854527
-0.394512  +/-  10460906352.867546
-2.524026  +/-  20034286786.991158
-0.483575  +/-  27161247268.320732
0.371532  +/-  25268643656.981453
1.357152  +/-  11191766338.668865
1.557548  +/-  18645445646.45563
1.543782  +/-  20784376704.803852
1.422281  +/-  15324840676.469263
1.249553  +/-  16674198432.79614
1.054967  +/-  15466123269.2666
0.853228  +/-  9794093085.63074
0.651015  +/-  11486952925.11146
0.450546  +/-  14031034640.51686
0.251554  +/-  12340037771.640533
0.052458  +/-  12099761081.011448
0.0  +/-  14220928719.191135
-0.0  +/-  11512361449.252514
-0.145141  +/-  9805621858.777256
-0.789616  +/-  15419785800.562542
-0.993544  +/-  16420105265.54305
-1.167647  +/-  15240503531.732376
-1.271627  +/-  20779676381.59434
-1.23817  +/-  18594869121.178055
-0.97404  +/-  11213388769.606285
-0.400367  +/-  25226212388.38162
0.0761  +/-  27109811034.726795
0.94058  +/-  20238420359.456112
0.086761  +/-  10614849379.014145
0.072244  +/-  25843200290.396523
-2.918081  +/-  29597299183.073067
-0.937335  +/-  24963421174.9587
0.039791  +/-  23949323489.413704
1.144129  +/-  24397771275.860947
1.431455  +/-  27044966120.45524
1.484729  +/-  24661573334.787212
1.415534  +/-  21267282941.155197
1.28452  +/-  19544214318.38155
1.124163  +/-  20104395663.50133
0.951474  +/-  19574882942.5789
0.774857  +/-  17799087830.28916
0.597825  +/-  17902146346.363007
0.421067  +/-  16849310524.354012
0.243627  +/-  15308083878.718502
0.063652  +/-  16998349409.260197
0.0  +/-  17817294436.090286
0.0  +/-  17751666690.625904
-0.0  +/-  19236727603.82531
-0.722271  +/-  20161689757.49837
-0.929094  +/-  19572403194.5955
-1.102186  +/-  21222308026.724327
-1.210427  +/-  24770767382.47412
-1.188151  +/-  27090980068.511875
-0.944176  +/-  24389068862.302746
-0.401241  +/-  23936707695.795437
0.030284  +/-  25427301310.76153
0.874091  +/-  29082578182.049114
0.089138  +/-  25848589231.36585
0.545873  +/-  24892192728.08364
-3.202136  +/-  19084864609.67842
-1.320443  +/-  14975803527.658243
-0.0  +/-  22738390169.59272
0.597305  +/-  33324184118.030533
1.27572  +/-  32914436478.99025
1.389375  +/-  24897105514.082966
1.369462  +/-  25071293584.577084
1.279  +/-  23344170264.472233
1.152633  +/-  21866993186.75694
1.009169  +/-  24146243093.933456
0.858455  +/-  21698719376.418156
0.705165  +/-  21066056486.604973
0.550914  +/-  22612916701.593613
0.395466  +/-  21833960030.689716
0.237455  +/-  21174496720.061646
0.074866  +/-  22592049602.801632
0.0  +/-  21022221865.19638
0.0  +/-  22091296284.962044
-0.0  +/-  24384009705.286484
-0.523926  +/-  21893594629.684917
-0.867459  +/-  23284295356.81957
-1.038906  +/-  24956257637.52963
-1.150373  +/-  24860830866.116825
-1.13783  +/-  32949546831.940033
-0.912158  +/-  33320152722.832584
-0.397833  +/-  22676178605.216984
0.0  +/-  14122877149.675879
0.806629  +/-  19664850483.367855
0.090043  +/-  23246734651.242283
0.897576  +/-  27142762608.84031
-3.27502  +/-  33574075700.72143
-1.630795  +/-  41199134759.15567
-0.131237  +/-  47470803677.038574
0.163419  +/-  51787893510.69429
1.096567  +/-  44359403778.24224
1.263602  +/-  30228003966.32624
1.28934  +/-  28930914265.39793
1.23761  +/-  27423892938.483925
1.144375  +/-  23795315517.92271
1.029746  +/-  29219410462.827553
0.904728  +/-  25678324403.682915
0.774986  +/-  24094013457.786156
0.64298  +/-  28151766466.83129
0.509192  +/-  25287256469.67741
0.372835  +/-  20563006159.171062
0.232306  +/-  25380923418.18536
0.085498  +/-  28157495075.935703
0.0  +/-  24086032953.93611
0.0  +/-  25631110979.91011
-0.0  +/-  29164386871.951153
-0.338468  +/-  23854617131.93471
-0.809004  +/-  27480846069.2575
-0.97832  +/-  28890312485.101467
-1.092147  +/-  30200411727.720818
-1.088056  +/-  44419894804.949326
-0.878976  +/-  51839873085.23943
-0.391193  +/-  47458320278.875656
0.0  +/-  41024487808.83984
0.72577  +/-  33672213352.773106
0.090867  +/-  26422826424.874737

MSE whole data set =  724.1970806836381
R2 whole data set =  0.5800358599556754

Resampling:

Mean MSE on train data =  723.9863810556238
Mean MSE on test data =  727.7532589650622

Mean R2 on train data =  0.5799391388982322
Mean R2 on test data =  0.5760514149498951

***********************************************
