**** Lasso ****

Terrain cut 1


polynomial = 30 
lambda = 0.00025595479226995333


Parameters with uncertainties
-0.0  +/-  2e-06
0.068231  +/-  1e-06
0.00709  +/-  1e-06
-0.016401  +/-  1e-06
-0.0  +/-  2e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.034655  +/-  1e-06
0.054116  +/-  2e-06
0.03721  +/-  1e-06
0.023572  +/-  1e-06
0.012327  +/-  1e-06
0.00278  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
-0.007649  +/-  1e-06
-0.067563  +/-  1e-06
-0.063338  +/-  1e-06
-0.05103  +/-  2e-06
-0.025358  +/-  1e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
0.056493  +/-  2e-06
0.010639  +/-  1e-06
-0.010715  +/-  1e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  2e-06
0.051029  +/-  2e-06
0.042081  +/-  1e-06
0.029181  +/-  1e-06
0.018488  +/-  1e-06
0.009385  +/-  1e-06
0.001398  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
-0.05206  +/-  1e-06
-0.063023  +/-  1e-06
-0.051554  +/-  2e-06
-0.026995  +/-  2e-06
-0.0  +/-  1e-06
-0.0  +/-  1e-06
0.045169  +/-  1e-06
0.012997  +/-  1e-06
-0.008086  +/-  2e-06
-0.012259  +/-  2e-06
-0.0  +/-  2e-06
0.0  +/-  3e-06
0.0  +/-  3e-06
0.031087  +/-  3e-06
0.045382  +/-  2e-06
0.03334  +/-  2e-06
0.023307  +/-  2e-06
0.014742  +/-  1e-06
0.00722  +/-  2e-06
0.000413  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  2e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
0.0  +/-  2e-06
0.0  +/-  1e-06
0.0  +/-  1e-06
-0.0  +/-  2e-06
-0.0  +/-  1e-06
-0.0  +/-  2e-06
-0.030637  +/-  2e-06
-0.062536  +/-  2e-06
-0.051814  +/-  3e-06
-0.02827  +/-  3e-06
-0.0  +/-  3e-06
-0.0  +/-  2e-06
0.034752  +/-  2e-06
0.014518  +/-  1e-06

MSE whole data set =  47.504249504385214
R2 whole data set =  0.14854642724319378

Resampling:

Mean MSE on train data =  47.47870729488751
Mean MSE on test data =  47.64244242371687

Mean R2 on train data =  0.14862276625031332
Mean R2 on test data =  0.14293246005448745

***********************************************

Terrain cut 2


polynomial = 30 
lambda = 1e-16


Parameters with uncertainties
8.823654  +/-  0.0
7.47997  +/-  0.0
19.445762  +/-  0.0
-3.366669  +/-  0.0
10.483884  +/-  0.0
-5.412443  +/-  0.0
-7.135725  +/-  2e-06
10.155419  +/-  1e-06
2.387699  +/-  1e-06
-4.993327  +/-  2e-06
-7.345679  +/-  7e-06
7.403998  +/-  7e-06
3.854393  +/-  7e-06
0.807372  +/-  7e-06
-3.963858  +/-  7e-06
-6.197995  +/-  1.8e-05
4.089809  +/-  2e-05
3.310048  +/-  1.9e-05
2.014999  +/-  1.9e-05
0.629348  +/-  2e-05
-3.001898  +/-  1.9e-05
-4.374309  +/-  2.4e-05
1.11967  +/-  3.1e-05
2.23294  +/-  2.9e-05
1.695658  +/-  2.9e-05
1.463431  +/-  2.9e-05
0.783931  +/-  3.2e-05
-2.23292  +/-  2.4e-05
-2.424536  +/-  1.2e-05
-1.064907  +/-  1.9e-05
1.156587  +/-  1.9e-05
1.010076  +/-  2.1e-05
1.096215  +/-  2.1e-05
1.297109  +/-  1.9e-05
0.962359  +/-  2e-05
-1.646955  +/-  1.2e-05
-0.720998  +/-  1.5e-05
-2.339328  +/-  1.6e-05
0.308662  +/-  1.9e-05
0.332943  +/-  1.7e-05
0.494634  +/-  1.6e-05
0.845356  +/-  1.7e-05
1.225393  +/-  1.9e-05
1.084186  +/-  1.6e-05
-1.207164  +/-  1.7e-05
0.541925  +/-  1e-05
-2.783901  +/-  1.2e-05
-0.228398  +/-  1.1e-05
-0.197336  +/-  2e-05
-0.056397  +/-  2.1e-05
0.263241  +/-  2.1e-05
0.704915  +/-  1.9e-05
1.159843  +/-  1.1e-05
1.141165  +/-  1.2e-05
-0.87903  +/-  1.1e-05
1.311016  +/-  1.5e-05
-2.589679  +/-  1.5e-05
-0.456588  +/-  1.8e-05
-0.535332  +/-  1.6e-05
-0.468319  +/-  1.8e-05
-0.226938  +/-  1.6e-05
0.135583  +/-  1.8e-05
0.596308  +/-  1.6e-05
1.080364  +/-  1.8e-05
1.145377  +/-  1.5e-05
-0.635802  +/-  1.5e-05
1.628136  +/-  1e-05
-1.986337  +/-  9e-06
-0.426335  +/-  8e-06
-0.683027  +/-  1.4e-05
-0.720862  +/-  1.3e-05
-0.571308  +/-  1.7e-05
-0.308847  +/-  1.7e-05
0.046627  +/-  1.3e-05
0.497502  +/-  1.4e-05
0.988322  +/-  8e-06
1.112053  +/-  9e-06
-0.457489  +/-  9e-06
1.588221  +/-  1.1e-05
-1.192988  +/-  1.1e-05
-0.210642  +/-  1.3e-05
-0.66858  +/-  1.1e-05
-0.824179  +/-  1.5e-05
-0.768438  +/-  1.8e-05
-0.600999  +/-  1.2e-05
-0.354857  +/-  1.9e-05
-0.024537  +/-  1.4e-05
0.404912  +/-  1.1e-05
0.89015  +/-  1.3e-05
1.054474  +/-  1e-05
-0.328883  +/-  1.2e-05
1.306214  +/-  1.2e-05
-0.389422  +/-  1e-05
0.113388  +/-  1.5e-05
-0.532778  +/-  1.4e-05
-0.803584  +/-  1.6e-05
-0.836799  +/-  1.4e-05
-0.753809  +/-  1.5e-05
-0.601458  +/-  1.5e-05
-0.383891  +/-  1.4e-05
-0.083743  +/-  1.6e-05
0.319822  +/-  1.4e-05
0.792007  +/-  1.5e-05
0.982975  +/-  1.1e-05
-0.238036  +/-  1.2e-05
0.893852  +/-  9e-06
0.296398  +/-  9e-06
0.47661  +/-  9e-06
-0.319505  +/-  1.2e-05
-0.690886  +/-  1.4e-05
-0.802972  +/-  1.4e-05
-0.792351  +/-  1.5e-05
-0.716782  +/-  1.2e-05
-0.589873  +/-  1.5e-05
-0.402487  +/-  1.4e-05
-0.132454  +/-  1.4e-05
0.243912  +/-  1.2e-05
