**** Lasso ****

Terrain cut 4


polynomial = 26 
lambda = 0.0011513953993264434


Parameters with uncertainties
0.601878  +/-  4.7e-05
2.096703  +/-  4.1e-05
3.269427  +/-  4.6e-05
2.918854  +/-  3.8e-05
-0.532791  +/-  3.8e-05
4.894148  +/-  2.6e-05
-1.077615  +/-  2.3e-05
-5.201548  +/-  2.1e-05
-4.335732  +/-  3.6e-05
-3.080003  +/-  3.3e-05
-1.913795  +/-  4.5e-05
-0.793492  +/-  4.4e-05
0.393689  +/-  3.4e-05
1.678367  +/-  3.7e-05
2.759059  +/-  2.1e-05
2.539697  +/-  2.3e-05
-0.324817  +/-  2.3e-05
3.461876  +/-  2.9e-05
2.324796  +/-  2.8e-05
-3.969318  +/-  3.4e-05
-3.964757  +/-  3e-05
-3.199846  +/-  3.8e-05
-2.399293  +/-  4.6e-05
-1.623821  +/-  3.1e-05
-0.799287  +/-  4.8e-05
0.167525  +/-  3.7e-05
1.295858  +/-  2.9e-05
2.30386  +/-  3.4e-05
2.192294  +/-  2.7e-05
-0.169442  +/-  3e-05
1.799779  +/-  3.2e-05
5.127562  +/-  2.7e-05
-2.636842  +/-  3.8e-05
-3.318027  +/-  3.5e-05
-2.971958  +/-  4.2e-05
-2.482357  +/-  3.7e-05
-1.989491  +/-  3.8e-05
-1.468775  +/-  3.8e-05
-0.84692  +/-  3.7e-05
-0.041795  +/-  4.1e-05
0.963219  +/-  3.5e-05
1.907661  +/-  3.8e-05
1.878048  +/-  2.7e-05
-0.060358  +/-  3.1e-05
0.150519  +/-  2.3e-05
7.151701  +/-  2.3e-05
-1.368037  +/-  2.4e-05
-2.530911  +/-  3.2e-05
-2.51661  +/-  3.7e-05
-2.281347  +/-  3.5e-05
-2.013341  +/-  3.9e-05
-1.725833  +/-  3.1e-05
-1.377803  +/-  3.9e-05
-0.90112  +/-  3.5e-05
-0.219748  +/-  3.6e-05
0.683854  +/-  3.2e-05
1.569286  +/-  2.4e-05
1.597458  +/-  2.3e-05
0.011273  +/-  1.8e-05
-1.305471  +/-  2.4e-05
8.346405  +/-  2.2e-05
-0.275713  +/-  2.5e-05
-1.713084  +/-  2.8e-05
-1.936915  +/-  2.9e-05
-1.899128  +/-  3.3e-05
-1.805928  +/-  3.3e-05
-1.692656  +/-  2.8e-05
-1.543287  +/-  2.8e-05
-1.315742  +/-  3.3e-05
-0.946357  +/-  3.4e-05
-0.362485  +/-  2.9e-05
0.455519  +/-  2.8e-05
1.284863  +/-  2.5e-05
1.350271  +/-  2.1e-05
0.054854  +/-  2.3e-05
-2.454981  +/-  3.1e-05
8.759982  +/-  2.3e-05
0.575828  +/-  3.3e-05
-0.945819  +/-  3e-05
-1.315752  +/-  3.6e-05
-1.420096  +/-  3.1e-05
-1.45795  +/-  3.2e-05
-1.472696  +/-  2.5e-05
-1.463086  +/-  2.8e-05
-1.407406  +/-  2.5e-05
-1.265564  +/-  3.2e-05
-0.977138  +/-  3.1e-05
-0.471494  +/-  3.6e-05
0.273238  +/-  3e-05
1.049179  +/-  3.3e-05
1.135469  +/-  2.3e-05
0.079023  +/-  2.9e-05
-3.246792  +/-  2.4e-05
8.507521  +/-  2.3e-05
1.16344  +/-  3e-05
-0.28279  +/-  2.8e-05
-0.715139  +/-  3.9e-05
-0.909962  +/-  3.2e-05
-1.040226  +/-  2.9e-05
-1.146386  +/-  2.5e-05
-1.233335  +/-  2.7e-05
-1.291655  +/-  2.7e-05
-1.299677  +/-  2.5e-05
-1.219449  +/-  2.9e-05
-0.992864  +/-  3.2e-05
-0.550645  +/-  3.9e-05
0.130967  +/-  2.8e-05
0.856464  +/-  3e-05
0.951275  +/-  2.1e-05
0.090913  +/-  2.2e-05
-3.680187  +/-  1.4e-05
7.740335  +/-  2.2e-05
1.495377  +/-  2e-05
0.246608  +/-  2.7e-05
-0.177453  +/-  3.4e-05
-0.416856  +/-  3.1e-05
-0.605618  +/-  2.5e-05
-0.773472  +/-  2.8e-05
-0.925175  +/-  2.3e-05
-1.057099  +/-  2.7e-05
-1.15885  +/-  2.4e-05
-1.209934  +/-  2.8e-05
-1.174142  +/-  2.4e-05
-0.995087  +/-  3.1e-05
-0.604585  +/-  3.3e-05
0.022526  +/-  2.7e-05
0.700862  +/-  2e-05
0.79524  +/-  2.2e-05
0.095901  +/-  1.6e-05
-3.790716  +/-  2.1e-05
6.620445  +/-  2.4e-05
1.601072  +/-  2.1e-05
0.63254  +/-  3.3e-05
0.272046  +/-  2.9e-05
0.026715  +/-  3e-05
-0.191445  +/-  1.9e-05
-0.396512  +/-  2.6e-05
-0.588933  +/-  2.2e-05
-0.766399  +/-  2.1e-05
-0.924224  +/-  2.1e-05
-1.052665  +/-  2.1e-05
-1.132391  +/-  2.7e-05
-1.128537  +/-  1.8e-05
-0.986101  +/-  2.9e-05
-0.637912  +/-  2.9e-05
-0.057912  +/-  3.3e-05
0.576725  +/-  2.1e-05
0.664421  +/-  2.3e-05
0.097681  +/-  2.1e-05
-3.635994  +/-  2.9e-05
5.301594  +/-  2.1e-05
1.521856  +/-  2.9e-05
0.879553  +/-  3.7e-05
0.62198  +/-  3.1e-05
0.401377  +/-  3.2e-05
0.177951  +/-  2.3e-05
-0.044205  +/-  2.5e-05
-0.25873  +/-  2.3e-05
-0.461823  +/-  2.1e-05
-0.650828  +/-  2.3e-05
-0.821647  +/-  2.1e-05
-0.965358  +/-  2.3e-05
-1.063562  +/-  2.5e-05
-1.082462  +/-  2.2e-05
-0.96825  +/-  3.2e-05
-0.65479  +/-  3.1e-05
-0.115592  +/-  3.7e-05
0.478799  +/-  2.9e-05
0.555592  +/-  2.2e-05
0.098525  +/-  2.9e-05
-3.283339  +/-  2.2e-05
3.916965  +/-  2.1e-05
1.303422  +/-  3.1e-05
1.00168  +/-  3.4e-05
0.871428  +/-  3.2e-05
0.698186  +/-  3.4e-05
0.488646  +/-  2.9e-05
0.265656  +/-  2.5e-05
0.043603  +/-  2.5e-05
-0.170604  +/-  2.4e-05
-0.374112  +/-  2.6e-05
-0.565183  +/-  2.6e-05
-0.740461  +/-  2.4e-05
-0.891691  +/-  2.5e-05
-1.001201  +/-  2.5e-05
-1.036085  +/-  2.9e-05
-0.943637  +/-  3.4e-05
-0.658814  +/-  3.2e-05
-0.155086  +/-  3.4e-05
0.402336  +/-  3.1e-05
0.465465  +/-  1.9e-05
0.099624  +/-  2.4e-05
-2.800203  +/-  1.6e-05
2.572825  +/-  2e-05
0.990311  +/-  2.7e-05
1.018264  +/-  2.6e-05
1.026708  +/-  2.9e-05
0.915976  +/-  3e-05
0.7347  +/-  3e-05
0.523609  +/-  2.3e-05
0.305393  +/-  2.2e-05
0.090848  +/-  2.3e-05
-0.115732  +/-  2.5e-05
-0.31303  +/-  2.3e-05
-0.500189  +/-  2.5e-05
-0.674425  +/-  2.3e-05
-0.827979  +/-  2.2e-05
-0.943762  +/-  2.4e-05
-0.989662  +/-  3e-05
-0.914033  +/-  3e-05
-0.652989  +/-  2.9e-05
-0.180285  +/-  2.5e-05
0.34316  +/-  2.7e-05
0.390879  +/-  2e-05
0.101417  +/-  1.1e-05
-2.247633  +/-  1.6e-05
1.346854  +/-  2.5e-05
0.622369  +/-  2e-05
0.950706  +/-  2.4e-05
1.098617  +/-  2.9e-05
1.05898  +/-  2.6e-05
0.915979  +/-  2.5e-05
0.726329  +/-  2.1e-05
0.520626  +/-  1.9e-05
0.313775  +/-  1.8e-05
0.112116  +/-  2.1e-05
-0.082393  +/-  1.8e-05
-0.269616  +/-  1.8e-05
-0.449314  +/-  2.1e-05
-0.619092  +/-  1.8e-05
-0.771564  +/-  1.9e-05
-0.89014  +/-  2e-05
-0.943447  +/-  2.6e-05
-0.880884  +/-  2.5e-05
-0.639783  +/-  2.9e-05
-0.194443  +/-  2.4e-05
0.29768  +/-  2e-05
0.328939  +/-  2.5e-05
0.103884  +/-  1.6e-05
-1.676525  +/-  2.6e-05
0.289754  +/-  2.8e-05
0.232861  +/-  2.1e-05
0.820159  +/-  3.1e-05
1.100244  +/-  3.2e-05
1.134832  +/-  2.9e-05
1.036291  +/-  2.6e-05
0.874787  +/-  2.2e-05
0.687981  +/-  2.3e-05
0.494727  +/-  1.8e-05
0.303617  +/-  2.1e-05
0.117773  +/-  2e-05
-0.062431  +/-  1.6e-05
-0.237624  +/-  2e-05
-0.407951  +/-  2e-05
-0.571278  +/-  1.8e-05
-0.720518  +/-  2.3e-05
-0.839534  +/-  2.2e-05
-0.897667  +/-  2.6e-05
-0.845355  +/-  2.9e-05
-0.621198  +/-  3.2e-05
-0.200232  +/-  3.2e-05
0.262884  +/-  2e-05
0.277102  +/-  2.7e-05
0.10677  +/-  2.7e-05
-1.126134  +/-  2.9e-05
-0.571147  +/-  2.1e-05
-0.152137  +/-  2.4e-05
0.646055  +/-  3.7e-05
1.045352  +/-  3e-05
1.152999  +/-  3.1e-05
1.101889  +/-  3e-05
0.97278  +/-  2.6e-05
0.809287  +/-  2.8e-05
0.633818  +/-  2.3e-05
0.45717  +/-  2.2e-05
0.283827  +/-  2.5e-05
0.114874  +/-  2.4e-05
-0.050292  +/-  2.3e-05
-0.212751  +/-  2.5e-05
-0.372878  +/-  2.2e-05
-0.528724  +/-  2.3e-05
-0.673459  +/-  2.8e-05
-0.79138  +/-  2.6e-05
-0.852528  +/-  3e-05
-0.808381  +/-  3.1e-05
-0.598838  +/-  3e-05
-0.199819  +/-  3.7e-05
0.236294  +/-  2.6e-05
0.233222  +/-  2.1e-05
0.10974  +/-  2.7e-05
-0.624231  +/-  1.3e-05
-1.227364  +/-  1.4e-05
-0.513491  +/-  3.1e-05
0.4453  +/-  3.6e-05
0.947276  +/-  2e-05
1.123618  +/-  2.7e-05
1.120315  +/-  2.9e-05
1.025786  +/-  2.4e-05
0.888355  +/-  2.7e-05
0.733446  +/-  2.3e-05
0.573869  +/-  1.8e-05
0.415475  +/-  2.3e-05
0.260247  +/-  2.5e-05
0.108049  +/-  2.3e-05
-0.042287  +/-  2.4e-05
-0.192094  +/-  2.3e-05
-0.341887  +/-  1.8e-05
-0.48986  +/-  2.3e-05
-0.629425  +/-  2.7e-05
-0.745303  +/-  2.4e-05
-0.808229  +/-  2.9e-05
-0.770715  +/-  2.7e-05
-0.573982  +/-  2e-05
-0.194935  +/-  3.6e-05
0.215919  +/-  3.1e-05
0.195542  +/-  1.5e-05
0.112476  +/-  1.5e-05
-0.188293  +/-  1.3e-05
-1.684571  +/-  2.5e-05
-0.838236  +/-  3.4e-05
0.23197  +/-  3.2e-05
0.818248  +/-  1.4e-05
1.056695  +/-  2.4e-05
1.099566  +/-  2.6e-05
1.040119  +/-  1.9e-05
0.930104  +/-  2.1e-05
0.797366  +/-  2e-05
0.656443  +/-  1.2e-05
0.514451  +/-  1.5e-05
0.374302  +/-  1.8e-05
0.236503  +/-  1.6e-05
0.100213  +/-  1.5e-05
-0.036049  +/-  1.8e-05
-0.173755  +/-  1.5e-05
-0.313508  +/-  1.2e-05
-0.453632  +/-  2e-05
-0.587774  +/-  2.1e-05
-0.701076  +/-  1.9e-05
-0.76496  +/-  2.6e-05
-0.732968  +/-  2.4e-05
-0.547644  +/-  1.4e-05
-0.186942  +/-  3.2e-05
0.200183  +/-  3.4e-05
0.16267  +/-  2.6e-05
0.114727  +/-  1.3e-05
0.172758  +/-  3.3e-05
-1.958276  +/-  3.7e-05
-1.118559  +/-  3.2e-05
0.017324  +/-  3e-05
0.669035  +/-  3.1e-05
0.961591  +/-  3.4e-05
1.047521  +/-  3.1e-05
1.022321  +/-  2.7e-05
0.939944  +/-  2.5e-05
0.830028  +/-  2.5e-05
0.708522  +/-  2.5e-05
0.583644  +/-  2.3e-05
0.459175  +/-  2.3e-05
0.336305  +/-  2.1e-05
0.214689  +/-  1.9e-05
0.093089  +/-  2.2e-05
-0.030143  +/-  2.3e-05
-0.156554  +/-  2.2e-05
-0.286815  +/-  2.4e-05
-0.41937  +/-  2.6e-05
-0.548108  +/-  2.5e-05
-0.658586  +/-  2.7e-05
-0.722909  +/-  3.1e-05
-0.695633  +/-  3.4e-05
-0.520616  +/-  3.1e-05
-0.176901  +/-  3e-05
0.18787  +/-  3.2e-05
0.133536  +/-  3.7e-05
0.116332  +/-  3.3e-05
0.45666  +/-  3.1e-05
-2.070126  +/-  2.4e-05
-1.350737  +/-  1.9e-05
-0.18997  +/-  2.9e-05
0.508799  +/-  4.2e-05
0.846728  +/-  4.2e-05
0.971566  +/-  3.2e-05
0.978766  +/-  3.2e-05
0.923341  +/-  3e-05
0.836124  +/-  2.8e-05
0.734141  +/-  3.1e-05
0.626518  +/-  2.7e-05
0.517804  +/-  2.7e-05
0.409836  +/-  2.9e-05
0.302802  +/-  2.8e-05
0.19587  +/-  2.7e-05
0.087588  +/-  2.9e-05
-0.023779  +/-  2.7e-05
-0.139819  +/-  2.8e-05
-0.261264  +/-  3.1e-05
-0.386684  +/-  2.8e-05
-0.510205  +/-  2.9e-05
-0.617805  +/-  3.2e-05
-0.682253  +/-  3.1e-05
-0.659107  +/-  4.2e-05
-0.493514  +/-  4.2e-05
-0.165621  +/-  2.9e-05
0.178055  +/-  1.8e-05
0.107336  +/-  2.5e-05
0.117208  +/-  2.9e-05
0.665996  +/-  3.4e-05
-2.044945  +/-  4.2e-05
-1.534136  +/-  5.2e-05
-0.383527  +/-  6e-05
0.345116  +/-  6.6e-05
0.719449  +/-  5.6e-05
0.87839  +/-  3.8e-05
0.915398  +/-  3.7e-05
0.885542  +/-  3.5e-05
0.820288  +/-  3e-05
0.737406  +/-  3.7e-05
0.646738  +/-  3.2e-05
0.553472  +/-  3e-05
0.460017  +/-  3.6e-05
0.367071  +/-  3.2e-05
0.274245  +/-  2.6e-05
0.180437  +/-  3.2e-05
0.084082  +/-  3.6e-05
-0.016597  +/-  3e-05
-0.123221  +/-  3.2e-05
-0.23658  +/-  3.7e-05
-0.355373  +/-  3e-05
-0.473969  +/-  3.5e-05
-0.578754  +/-  3.7e-05
-0.643156  +/-  3.8e-05
-0.623701  +/-  5.6e-05
-0.466806  +/-  6.6e-05
-0.153709  +/-  6e-05
0.170048  +/-  5.2e-05
0.083483  +/-  4.3e-05
0.117347  +/-  3.3e-05

MSE whole data set =  621.0117281240233
R2 whole data set =  0.6398733669116022

Resampling:

Mean MSE on train data =  620.4501139505697
Mean MSE on test data =  625.6613081658106

Mean R2 on train data =  0.640002610137002
Mean R2 on test data =  0.6341700033345656

***********************************************
